,last_update,pub_key,alias,addresses,color,features.0.name,features.0.is_required,features.0.is_known,features.5.name,features.5.is_required,features.5.is_known,features.7.name,features.7.is_required,features.7.is_known,features.9.name,features.9.is_required,features.9.is_known,features.13.name,features.13.is_required,features.13.is_known,features.15.name,features.15.is_required,features.15.is_known,features.17.name,features.17.is_required,features.17.is_known,outCount,outCapacity,inCount,inCapacity,chCount
193,1683547967,03ea6dfff9e1cb747ff426da64bc849b60788864e6ca5e5ac746245273ddd7042a,03ea6dfff9e1cb747ff4,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,0.0,0.0,7.0,95996782.0,7.0
185,1685041079,03d59c3acef408f54870b4f06d18007ca069c6c7bce913d36aae79219c8f46b9d3,watchtower.decred.live,"[{'network': 'tcp', 'addr': '82.165.108.160:9735'}]",#41bf53,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,1.0,200000000.0,5.0,1873737653.0,6.0
164,1685046012,03aa05f777bf81c4c4c6e33d559235e0dd0ab4dd6046428e72c142a14f858934ba,in.decred.live,"[{'network': 'tcp', 'addr': '103.212.120.137:9735'}]",#41bf53,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,3.0,239419040.0,3.0,116772747.0,6.0
110,1681999028,02f90b47336316ee2d04a4801983299fdfa2fe671e5d187009998931b70e5211f6,02f90b47336316ee2d04,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,6.0,24000000.0,0.0,0.0,6.0
62,1682909884,028b60c8054889be309d628a48b9a062bb20434b17a6da5c371c3bd227b30bd95a,028b60c8054889be309d,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,5.0,5000000.0,0.0,0.0,5.0
68,1671770674,02942be3f075e3756758676b812edd01d0489590794fad326c5b61bbca742d8b8c,02942be3f075e3756758,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,4.0,406755037.0,1.0,1000000.0,5.0
73,1684923151,02a4981b2619ca7bf2fc8b2044ee7f7afc427ad24c0c8e9b36ba756e424a0d1b0f,02a4981b2619ca7bf2fc,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,5.0,121100000.0,0.0,0.0,5.0
157,1680716363,038036074b6bf4b757523bc444556fbd819f54c03d85ddaddc6c8dacf9e74ad2e4,SysLiq,"[{'network': 'tcp', 'addr': '34.227.28.17:9735'}]",#a39bff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,1.0,4000000.0,4.0,77997490.0,5.0
155,1681834478,0378e0cf1f369273cf6e8bdd16f7006ccdfab288235aa8c886c77f87db96c2658a,0378e0cf1f369273cf6e,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,5.0,2300000.0,0.0,0.0,5.0
202,1641762028,03f2c91b29337de58a95ca90165b13a10e46e83b621cdf660ea30deeff127d44d1,Liq-BR,"[{'network': 'tcp', 'addr': '18.230.115.229:9735'}]",#009c3b,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,0.0,0.0,5.0,262947553.0,5.0
195,1684274179,03ec158c87febb73e7478208c490b136f1f6f7aeaa77e3dd251e14b7d7f2daafca,03ec158c87febb73e747,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,0.0,0.0,4.0,4000000.0,4.0
78,1685042879,02ae782edc9c43ccbaae4e725db9c882406d25af6167ac56c406b0f9b5ebfeb690,02ae782edc9c43ccbaae,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,4.0,119000000.0,0.0,0.0,4.0
118,1685032194,0318fe468a8bd7374b49c3f8f3bdc4c68ef670d0982ad54dad84bea5304b6f39df,0318fe468a8bd7374b49,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,4.0,85000000.0,0.0,0.0,4.0
178,1675131090,03cbcadde9253d59f8d5c76389dfe01707530fc520883c868614e14963a1a8f1b5,03cbcadde9253d59f8d5,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,0.0,0.0,4.0,1300000.0,4.0
135,1685058756,0342eb8f2335b0aae3237162e73c5549666f23e049863105297c0ebbec2dbb09a2,0342eb8f2335b0aae323,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,4.0,704987030.0,0.0,0.0,4.0
147,1685045198,0366033780fc72f864551f5b245a95620b2e539e54f8174023b7c4ce9b6ac3dccd,0366033780fc72f86455,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,4.0,220000000.0,0.0,0.0,4.0
143,1685041882,035663029fb750ae3ae4c10a01f80df01547040397599868c2fd6e9a00bbf252c8,035663029fb750ae3ae4,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,4.0,71000000.0,0.0,0.0,4.0
60,1684985001,0288d937d6e6b2265b4ccca0ecbb96d7e4e21d5c73dec97d42ef0b5d92903ea1ba,1.base.dcrlnd,"[{'network': 'tcp', 'addr': '35.206.206.203:9735'}]",#ffff46,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,4.0,2898518213.0,0.0,0.0,4.0
189,1684874702,03dbfea1df6521b7e455e3bf0d42efda4e45ef5363c44684843f6556f2d9f005fc,03dbfea1df6521b7e455,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,0.0,0.0,4.0,4000000.0,4.0
192,1685041309,03e7c12c1a243741003805f7dcfb731394213a8926ec5ae861958e31750e042dae,03e7c12c1a2437410038,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,0.0,0.0,4.0,205037030.0,4.0
87,1685060458,02c502b5a0f3345f22f660ffce1a925f23a0ec7e08261e5413e93a88b911342ecc,02c502b5a0f3345f22f6,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,3.0,316000000.0,0.0,0.0,3.0
190,1684999370,03dcb813ed46de74aa2cf1c36e49ddbeb58f87feb282b0edc9fd4c0d1b06c7ccf3,03dcb813ed46de74aa2c,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,0.0,0.0,3.0,120000000.0,3.0
168,1684461722,03af68d4b202a18269efa313e4c2e8d92946bfbeb8d873c8c6c1f104aab01edd1e,03af68d4b202a18269ef,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,8000000.0,1.0,10000000.0,3.0
75,1685018525,02a8ab29bfe954e1471311644e0aca2a14f29766d0c11611583944302a11adb435,02a8ab29bfe954e14713,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,3.0,205000000.0,0.0,0.0,3.0
84,1683266503,02c22d08177dd355ae4d91ae7588b5b1d4f57d3fdf0a67cb4a7e97fcbd8d3b7f08,02c22d08177dd355ae4d,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,3.0,20000000.0,0.0,0.0,3.0
204,1684980071,03f65fadbbcede3f83c9f5c794ae9fdc3c568bf89f90721b5046fa6781d9bd3320,03f65fadbbcede3f83c9,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,0.0,0.0,3.0,31100000.0,3.0
88,1685022459,02cd627ad03b49f4042988a9a1016af15d9ed6a84c4797a9ce979a2178ffb90d05,02cd627ad03b49f40429,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,3.0,130000000.0,0.0,0.0,3.0
144,1676309331,036058c64905e8cf7cb971ef0ecb4e73e037072de2dc72268f0a6f059541afa902,036058c64905e8cf7cb9,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,3.0,15900000.0,0.0,0.0,3.0
93,1684833862,02d920c4ef3c515561b5cdfebd1c6f94187d430239be10cfcb60d348bcb2a42762,02d920c4ef3c515561b5,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,3.0,7000000.0,0.0,0.0,3.0
96,1684894174,02dec4de51ac5d8c76f34dc70c6bbe4c12f8887b52fa759297acbe5390632eea56,02dec4de51ac5d8c76f3,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,3.0,50000000.0,0.0,0.0,3.0
98,1682919872,02e35ed6fedac4d6bd995016ccac5e1b5a4f59cf3554ee1f3539ebca5084472994,02e35ed6fedac4d6bd99,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,3.0,45000000.0,0.0,0.0,3.0
108,1685042963,02eff4d2148281fda2cf590e63054e8803787e7541b99bdb9a97f648235f7f4e7e,02eff4d2148281fda2cf,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,3.0,140000000.0,0.0,0.0,3.0
159,1685016053,038a95ee5edb9bb05c923755a1fdcd4a142e4cb2fff8812d56e58629d0e8a6507f,038a95ee5edb9bb05c92,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,3899999.0,1.0,20000000.0,3.0
150,1677918301,036aca3d625e32f9aab486ec24d13f571b0b23c8419648bd8a8af4dc5c89c8f6b5,036aca3d625e32f9aab4,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,3.0,5000000.0,0.0,0.0,3.0
149,1684212553,036a54d7f89f440c0a40df55110e47c0f337dc1414aac497a861cd1c5de82cd468,036a54d7f89f440c0a40,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,3.0,61000000.0,0.0,0.0,3.0
134,1685042034,0340b65798a6bf46af88dfc20b70eccb100793cc0d704b2b487a67bfdee1ae7f7c,es.decred.live,"[{'network': 'tcp', 'addr': '82.223.23.73:9735'}]",#41bf53,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,1.0,200000000.0,2.0,307772747.0,3.0
209,1685053221,03ff900ec7c7559fffad679d2da63b49192d57e425d75b563671d5d0cd93565238,03ff900ec7c7559fffad,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,0.0,0.0,3.0,80000000.0,3.0
44,1685057563,025fa6090fa03e61471f8cc32661ac259645cf99f062de3ac914dc5e6b7c7964f6,025fa6090fa03e61471f,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,3.0,115000000.0,0.0,0.0,3.0
36,1681899129,024850801640955431343b6c831d59beba4cdb909642034ad3e9a62d06ab9548c0,02485080164095543134,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,3.0,5000000.0,0.0,0.0,3.0
37,1685032801,024c6d81846ac627e8f15fafaf36bb3cf6e9cae420204d3bb5b34fbfc38bb07dd4,024c6d81846ac627e8f1,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,3.0,115000000.0,0.0,0.0,3.0
24,1684978169,022c41a397814c015510e25161842475b3666efbdee2645399359bb135bd0abc9f,uk.decred.live,"[{'network': 'tcp', 'addr': '77.68.30.82:9735'}]",#41bf53,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,3.0,639997490.0,0.0,0.0,3.0
47,1683324609,02657c9ab2c9bbdfe3b7df0a932cd7726aba9d81732606558d53249df93beb8045,02657c9ab2c9bbdfe3b7,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,2000000.0,0.0,0.0,2.0
127,1684761594,03351d2040f227583a8864440c35f89e898bb7702c9756414c686217f98e574f24,03351d2040f227583a88,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,11000000.0,0.0,0.0,2.0
126,1678131736,0334301a13892aede05636ab7229d211443b37df8714b1940701efd79484f60491,0334301a13892aede056,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,15000000.0,0.0,0.0,2.0
125,1674324613,03308d3e7ae8ccdea496a28eb110e536f43353147e9661285ba0b653408c8661b7,03308d3e7ae8ccdea496,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,60000000.0,0.0,0.0,2.0
124,1683203704,032fc6b0ca4d4020d56712fac822cb41a2e0bd05b6c64dbb552c265d9d3ade890b,032fc6b0ca4d4020d567,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,10500000.0,0.0,0.0,2.0
123,1677500373,032ef25d83330096e06f0736b299e5f1a680460658e4ec1e1196c97e662e91c8fb,032ef25d83330096e06f,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,2000000.0,0.0,0.0,2.0
122,1671556277,03239d2df1ab4e1f625a52e9670432ec673f3befe7ffa3937476ecceae5ca5ea9f,03239d2df1ab4e1f625a,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,1100000.0,0.0,0.0,2.0
119,1683827671,031af7e23a369a6cc0169c39085b06bc0fb1513e16699b327c0b32bd9548bd8680,031af7e23a369a6cc016,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,380000.0,0.0,0.0,2.0
30,1684729512,023ec00c85492a99142a4bc5c53c155bdaed22a152f07468fbb573c228048ee07b,023ec00c85492a99142a,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,200000000.0,0.0,0.0,2.0
117,1682344763,031692e04a3dc3cdc1cb0afd01bac0187f5c16b1ba97c80219c7323233e10eca50,031692e04a3dc3cdc1cb,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,5854630.0,0.0,0.0,2.0
116,1674680430,031675627efbf26ee05aa2a8715811c18fe1a8423caa19857a5798fda50b0276e7,031675627efbf26ee05a,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,5500000.0,0.0,0.0,2.0
175,1671400535,03c17c361c9d4d7d343c8047b6b9a7fe162b818c47f4c7978571156a303eebf736,03c17c361c9d4d7d343c,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,0.0,0.0,2.0,20000000.0,2.0
172,1684530191,03b6bd55812640653c9cc2c671f992a56b80492ae80c24d671d1483f93e4fb44a6,03b6bd55812640653c9c,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,1.0,4987030.0,1.0,200000000.0,2.0
176,1671271736,03c642ca098e6fda0ad465eaf989e8e92997aa6814b9455d07ee82c151db360267,03c642ca098e6fda0ad4,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,0.0,0.0,2.0,90000000.0,2.0
177,1681317915,03ca82a3db62af301cc3086fcec5a54822a938873e5e1d305565c72644da3df5ac,03ca82a3db62af301cc3,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,0.0,0.0,2.0,200000000.0,2.0
112,1682355393,0300188eb2dd15e870ff45bf9f04e26b96e8289576ecc1768f1e3a73bc00fe33e1,0300188eb2dd15e870ff,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,204987030.0,0.0,0.0,2.0
11,1685045823,021bfe2342b244124af783d9824de87c45e96fd5468db718785e5d1abc9235ad49,021bfe2342b244124af7,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,400000000.0,0.0,0.0,2.0
109,1673982497,02f1a8b8d244d4ab76a4de2d533d1226c24457a862933db2ef11de2cb68b9c7b9e,02f1a8b8d244d4ab76a4,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,13000000.0,0.0,0.0,2.0
32,1685055496,02441c0826d264328eac5e70832b96f80dd9634d78a5b5e92b55dd44fc2f8d30a1,02441c0826d264328eac,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,2000000.0,0.0,0.0,2.0
180,1684274744,03d0e43d251567705df829fe4dda115637a8c8c1e980adcece3ecfbd62b8ab6ca3,03d0e43d251567705df8,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,0.0,0.0,2.0,1100000.0,2.0
106,1680624317,02eda0c99c15fe8e4308ecc8454416df8ee43a4ee5a89089a81fc6ff0bdd20103d,02eda0c99c15fe8e4308,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,5000000.0,0.0,0.0,2.0
1,1685046972,0206af44685a8823fafab8f8643c0f2e79a6b5ab8a4ccc481f33e2cfd29e056774,0206af44685a8823fafa,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,70000000.0,0.0,0.0,2.0
